iter	RMSE
389	0.08715701694
390	0.08654580586
391	0.08616226401
392	0.08567267063
393	0.0842113991
394	0.08299396434
395	0.08177163058
396	0.08092758654
397	0.07975990713
398	0.07900692433
399	0.07815502964
400	0.07703023248
401	0.07582257432
402	0.07478114698
403	0.07447391054
404	0.07363766145
405	0.07260600685
406	0.07165192688
407	0.07103712604
408	0.07006689507
409	0.06929320534
410	0.06902171874
411	0.06816477205
412	0.06726596893
413	0.06653894879
414	0.06627499509
415	0.06603239793
416	0.06525270919
417	0.06475841638
418	0.06406074641
419	0.06350725025
420	0.06325441532
421	0.06211946382
422	0.06166778845
423	0.06104533783
424	0.06066593961
425	0.05995268596
426	0.05957325315
427	0.05903568924
428	0.0587047513
429	0.05839542109
430	0.0577587159
431	0.05689461296
432	0.05652101752
433	0.05610641285
434	0.05523401323
435	0.05465914688
436	0.05409346993
437	0.053715555
438	0.05321406011
439	0.05271871745
440	0.0520634729
441	0.05169873349
442	0.05124203329
443	0.05065297877
444	0.05001185413
445	0.04957926405
446	0.04923101791
447	0.04881183473
448	0.0484113506
449	0.04765786081
450	0.04726988529
451	0.04662824707
452	0.04624866493
453	0.04579873433
454	0.04527856943
455	0.04491420017
456	0.04469913024
457	0.04435609793
458	0.04394581871
459	0.04359952468
460	0.04323573379
461	0.0429352571
462	0.04245578276
463	0.04202327793
464	0.04169421697
465	0.04129875499
466	0.04100267629
467	0.04061991951
468	0.04033100934
469	0.0400732559
470	0.0398373102
471	0.0395248005
472	0.03938601406
473	0.03919811603
474	0.03892347817
475	0.03861108189
476	0.03826545098
477	0.03765017035
478	0.03748991333
479	0.03723656003
480	0.03700978684
481	0.03682463791
482	0.03656331991
483	0.03617419355
484	0.03593147762
485	0.03576762798
486	0.03544799161
487	0.03524305574
488	0.03472505706
489	0.03453269476
490	0.03409244828
491	0.03358121447
492	0.03338728961
493	0.03311266558
494	0.03281753827
495	0.03267710209
496	0.03250773443
497	0.0320492499
498	0.03185890955
499	0.03166428588
