date,Qi,Qdiv
2021-11-18,9.40625,3.690141013
2021-11-19,9.545,3.551734497
2021-11-20,8.44125,2.315449485
2021-11-21,9.46571428571429,3.35056793471429
2021-11-22,9.8275,3.718355642
2021-11-23,10.91875,4.804296148
2021-11-24,10.595,5.11851945
2021-11-25,11.47625,6.896333291
2021-11-26,10.82375,6.523273049
2021-11-27,9.1575,4.408103926
2021-11-28,7.95625,2.67536297
2021-11-29,8.8425,3.317351592
2021-11-30,11.08125,5.538572858
2021-12-01,11.5725,6.075141465
2021-12-02,11.1075,5.587724755
2021-12-03,10.68875,5.115026203
2021-12-04,9.0425,3.410561778
2021-12-05,8.65,3.017527661
2021-12-06,8.33375,2.711223847
2021-12-07,8.53125,2.946050818
2021-12-08,8.25714285714286,2.65736000614286
2021-12-09,8.79,3.182144004
2021-12-10,9.06,3.456236328
2021-12-11,9.70625,4.125540924
2021-12-12,9.805,4.236495882
2021-12-13,10.1442857142857,4.5620831572857
2021-12-14,10.745,5.172149655
2021-12-15,11.11375,5.515601375
2021-12-16,10.7975,5.220480166
2021-12-17,10.60875,5.042647983
2021-12-18,10.81375,5.227762563
2021-12-19,9.45625,3.892410659
2021-12-20,9.205,3.638333189
2021-12-21,10.47625,4.91483988
2021-12-22,9.635,4.057600366
2021-12-23,9.63875,4.09471799
2021-12-24,9.74125,4.216357037
2021-12-25,8.7625,3.248705458
2021-12-26,8.7725,3.24631393
2021-12-27,8.675,3.145957623
2021-12-28,8.66285714285714,3.14839178685714
2021-12-29,8.73571428571428,3.20324548271428
2021-12-30,8.81125,3.249777895
2021-12-31,8.8925,3.289932199
2022-01-01,8.48,2.884639922
2022-01-02,8.73125,3.122958481
2022-01-03,8.81625,3.230724195
2022-01-04,10.8185714285714,5.2260714795714
2022-01-05,9.0425,3.447564569
2022-01-06,9.3025,3.707307691
2022-01-07,8.795,3.192860035
2022-01-08,8.59875,2.980893244
2022-01-09,8.41857142857143,2.81979195257143
2022-01-10,8.95875,3.398858733
2022-01-11,8.95875,3.359303697
2022-01-12,9.13714285714286,3.47895440814286
2022-01-13,9.64285714285714,3.99425637585714
2022-01-14,8.75142857142857,3.09369994042857
2022-01-15,8.75142857142857,3.10557984642857
2022-01-16,8.6675,3.019962008
2022-01-17,9.16285714285714,3.51706678285714
2022-01-18,9.03833333333333,3.38206114433333
2022-01-19,8.8425,3.198710744
2022-01-20,9.49,3.865662372
2022-01-21,9.38875,3.753471693
2022-01-22,9.37,3.764149288
2022-01-23,10.3714285714286,4.7406444004286
2022-01-24,9.78571428571429,4.12492005371429
2022-01-25,10.1575,4.473657827
2022-01-26,9.69875,4.021787597
2022-01-27,9.4525,3.788154425
2022-01-28,9.32875,3.658252153
2022-01-29,9,3.337951346
2022-01-30,9.41,3.757775287
2022-01-31,9.03875,3.713686249
2022-02-01,9.54,5.260415396
2022-02-02,7.55875,3.509863482
2022-02-03,7.94875,4.125461307
2022-02-04,7.505,3.979903589
2022-02-05,6.99125,3.452212745
2022-02-06,6.45571428571429,2.91772643071429
2022-02-07,6.66625,3.143762817
2022-02-08,7.77571428571429,4.16120968771429
2022-02-09,6.9,2.319929953
2022-02-10,8.41375,2.577156454
2022-02-11,10.05375,3.966926898
2022-02-12,10.03,3.937447343
2022-02-13,9.485,3.379868307
2022-02-14,9.3675,3.433476751
2022-02-15,9.1175,3.473654358
2022-02-16,9.50375,3.631820047
2022-02-17,10.10875,4.108803901
2022-02-18,9.8425,3.80543716
2022-02-19,9.50625,3.484932956
2022-02-20,9.14142857142857,3.11668805842857
2022-02-21,8.5,2.496836738
2022-02-22,9.2275,3.212219567
2022-02-23,9.3,3.390120244
2022-02-24,9.3,3.493384548
2022-02-25,9.135,3.313498621
2022-02-26,8.48,2.644428537
2022-02-27,8.42,2.583159305
2022-02-28,8.42,2.596381668
2022-03-01,10.06125,4.211537734
2022-03-02,6.01643402777778,0.17332960277778
2022-03-03,9.8125,4.000009736
2022-03-04,9.605,3.777964906
2022-03-05,9.12,3.324564911
2022-03-06,8.6525,2.810635585
2022-03-07,9.03875,3.144957336
2022-03-08,9.3975,3.512886909
2022-03-09,8.86857142857143,3.01025331257143
2022-03-10,9.46875,3.546209257
2022-03-11,9.67,3.739965659
2022-03-12,9.07375,4.144185723
2022-03-13,9.435,5.292505349
2022-03-14,7.62375,2.635026954
2022-03-15,8.9825,3.992205392
2022-03-16,9.84875,4.85379133
2022-03-17,9.72375,4.740456617
2022-03-18,9.3075,4.306605112
2022-03-19,7.62625,2.620272721
2022-03-20,7.495,2.843375483
2022-03-21,7.9475,4.164777378
2022-03-22,8.98875,5.681438339
2022-03-23,7.0325,3.695718006
2022-03-24,7.27875,3.479105379
2022-03-25,6.57625,1.948903905
2022-03-26,7.3975,2.425493156
2022-03-27,7.68625,2.70838581
2022-03-28,7.58875,2.117753737
2022-03-29,8.755,2.973021101
2022-03-30,8.78875,3.352219405
2022-03-31,9.23375,3.860029797
2022-04-01,9.955,4.812057304
2022-04-02,8.59375,3.227675122
2022-04-03,8.195,2.646134881
2022-04-04,8.38714285714286,2.73551902214286
2022-04-05,8.54125,2.517789684
2022-04-06,8.93375,2.91442798
2022-04-07,9.27,3.161644038
2022-04-08,9.4925,3.331052104
2022-04-09,9.3925,3.195135068
2022-04-10,9.24875,3.056943617
2022-04-11,8.56125,2.391347285
2022-04-12,8.75875,2.580097651
2022-04-13,9.12875,2.97556323
2022-04-14,8.8475,2.693859078
2022-04-15,8.19125,2.036701731
2022-04-16,8.2275,2.027445523
2022-04-17,8.26375,2.079737274
2022-04-18,8.595,2.415754582
2022-04-19,8.89375,2.725055421
2022-04-20,9.97375,3.912809925
2022-04-21,9.37375,5.019359252
2022-04-22,9.55,5.568084294
2022-04-23,9.25625,4.764150204
2022-04-24,6.78875,1.746397038
2022-04-25,8.715,3.492626979
2022-04-26,8.56,2.827501764
2022-04-27,8.93125,2.923164729
2022-04-28,9.685,3.75356593
2022-04-29,8.945,2.680593576
2022-04-30,9.35,-0.159853592000001
2022-05-01,12.26625,3.196727197
2022-05-02,12.02125,5.889496467
2022-05-03,9.82142857142857,3.89389923742857
2022-05-04,9.43625,3.739217616
2022-05-05,8.765,3.06435585
2022-05-06,8.88375,2.998165904
2022-05-07,8.66125,2.560975387
2022-05-08,8.80875,2.621891228
2022-05-09,9.20375,3.037526655
2022-05-10,9.79285714285714,3.55497981985714
2022-05-11,9.665,3.343132381
2022-05-12,9.8525,3.577846066
2022-05-13,10.23625,4.012691535
2022-05-14,9.795,3.401016449
2022-05-15,9.4475,2.771795003
2022-05-16,10.0728571428571,3.1494154398571
2022-05-17,10.93375,3.997135592
2022-05-18,11.45625,4.584061605
2022-05-19,11.9314285714286,5.1121494744286
2022-05-20,11.84,5.000950318
2022-05-21,10.29,3.050548439
2022-05-22,10.93875,3.512501527
2022-05-23,11.63875,4.189317757
2022-05-24,11.65,4.20928415
2022-05-25,12.52,5.356715348
2022-05-26,12.2508333333333,5.6803418873333
2022-05-27,11.02,4.675345034
2022-05-28,9.7875,3.33820519
2022-05-29,9.79625,2.284155846
2022-05-30,11.745,3.789955554
2022-05-31,12.225,3.954808443
2022-06-01,12.84375,3.787577368
2022-06-02,13.6625,4.020273003
2022-06-03,14.31875,4.366362198
2022-06-04,14.08,4.15347617
2022-06-05,13.07625,3.145250699
2022-06-06,12.8775,2.943008221
2022-06-07,13.10375,3.166295349
2022-06-08,14.29125,4.055495658
2022-06-09,14.32375,3.817866425
2022-06-10,15.29,4.709627709
2022-06-11,14.58125,3.428327688
2022-06-12,14.89875,3.962041709
2022-06-13,14.72875,4.267553379
2022-06-14,14.6175,3.536027223
2022-06-15,15.4925,3.775331819
2022-06-16,16.86375,4.720895314
2022-06-17,17.04375,4.648981819
2022-06-18,17.92375,5.520740824
2022-06-19,16.46,4.241365266
2022-06-20,17.0525,5.069924584
2022-06-21,17.5475,5.571789351
2022-06-22,17.9766666666667,6.5750926056667
2022-06-23,16.86,6.209044254
2022-06-24,14.845,4.348725236
2022-06-25,13.77,3.261775992
2022-06-26,13.41,2.934115012
2022-06-27,14.64875,4.190666615
2022-06-28,15.455,4.997742326
2022-06-29,15.455,4.772917595
2022-06-30,15.79625,4.72934024
2022-07-01,16.5575,5.462410118
2022-07-02,15.39875,4.385507441
2022-07-03,14.8175,3.941306454
2022-07-04,14.4375,3.782989964
2022-07-05,16.5375,6.112567311
2022-07-06,15.505,5.072941106
2022-07-07,14.99,4.597887483
2022-07-08,14.7975,4.642530832
2022-07-09,14.87625,4.85034448
2022-07-10,14.5475,4.21760338
2022-07-11,14.28125,3.665586414
2022-07-12,15.44875,4.660602986
2022-07-13,16.19125,5.20098057
2022-07-14,17.0566666666667,5.9812475506667
2022-07-15,16.62875,5.600431071
2022-07-16,16.0475,3.373490402
2022-07-17,16.79625,2.985339853
2022-07-18,18.18625,7.383906386
2022-07-19,15.79,5.002816776
2022-07-20,16.91125,5.862153963
2022-07-21,17.04625,6.221327909
2022-07-23,15.59,5.25341113
2022-07-24,15.14125,4.729464535
2022-07-25,14.39,3.563427472
2022-07-26,15.8975,4.915191458
2022-07-27,16.68,5.782932377
2022-07-28,16.47,5.668830721
2022-07-29,15.4775,5.177890968
2022-07-30,15.2225,5.163859223
2022-07-31,16.5925,6.874596716
2022-08-01,16.5,7.322177352
2022-08-02,16.7125,7.60796756
2022-08-03,15.9125,6.175227113
2022-08-04,15.2025,5.250404579
2022-08-05,15.45,5.466429196
2022-08-06,15.7425,5.768063082
2022-08-07,13.285,3.273056769
2022-08-08,13.5575,3.572046453
2022-08-09,13.61,3.602989505
2022-08-10,13.76,3.779919277
2022-08-11,14.1575,4.203503454
2022-08-12,13.2975,3.687652558
2022-08-13,13.15,3.869878962
2022-08-14,12.7,3.901655406
2022-08-15,11.74,2.985544859
2022-08-16,12.45,3.806021432
2022-08-17,13,5.008862863
2022-08-18,9.4,2.978410662
2022-08-19,10.25,4.276979883
2022-08-20,9.592,3.481166914
2022-08-21,8.752,2.269347155
2022-08-22,10.074,3.121942262
2022-08-23,10.054,2.388659033
2022-08-24,10.856,2.867760934
2022-08-25,11.688,4.185017907
2022-08-26,11.44,4.593975036
2022-08-27,10.5,3.628953557
2022-08-28,9.7,3.273139348
2022-08-29,8.5,2.354342272
2022-08-30,10.3,3.852603638
2022-08-31,10.2,3.773645934
2022-09-01,12.7,6.287120606
2022-09-02,12.6297881944444,6.2291249704444
2022-09-03,12,5.605861321
2022-09-04,10.8,4.417235455
2022-09-05,11.4,5.018545395
2022-09-06,11.4,4.635274694
2022-09-07,11.5,4.532771347
2022-09-08,12,5.483926205
2022-09-09,11.4,4.882410113
2022-09-10,11.5,4.963286466
2022-09-11,11.5,4.972818183
2022-09-12,11.5,4.974443108
2022-09-13,11.5,5.007912906
2022-09-14,11.5,4.983055527
2022-09-15,11.5,4.979140027
2022-09-16,12.5,6.659091769
2022-09-17,10.1375,4.379370279
2022-09-18,8.8575,2.876127074
2022-09-19,9.8325,3.867053653
2022-09-20,10.14,4.016250103
2022-09-21,10.3671145833333,4.1847901523333
2022-09-22,10.86878125,4.700071731
2022-09-23,11.3015868055556,5.1234493055556
2022-09-24,10.5627534722222,4.3838501162222
2022-09-25,9.98236805555555,3.80312520655555
2022-09-26,8.86923958333333,2.69655171833333
2022-09-27,10.5496388888889,4.2766093018889
2022-09-28,10.6132222222222,4.5964679772222
2022-09-29,11.21740625,5.400150585
2022-09-30,9.69403819444444,4.10508946144444
2022-10-01,8.89213541666667,3.07964471666667
2022-10-02,9.23525,3.633957526
2022-10-03,8.57735416666667,3.83207715466667
2022-10-04,7.484393728223,2.836351548223
2022-10-05,8.72380902777778,4.35341269177778
2022-10-06,8.18925347222222,3.97366198722222
2022-10-07,8.21768055555556,4.08883208855556
2022-10-08,8.081875,4.377362565
2022-10-09,6.61396875,3.14664521
2022-10-10,6.28314236111111,2.60624684711111
2022-10-11,6.94063541666667,3.46491724866667
2022-10-12,5.90095138888889,2.49436306088889
2022-10-13,5.69752777777778,2.30208685377778
2022-10-14,6.07360763888889,2.68681674488889
2022-10-15,6.06732986111111,2.67904357911111
2022-10-16,5.606625,2.066612374
2022-10-17,6.06992708333333,2.48570698233333
2022-10-18,6.24,2.629097983
2022-10-19,6.63532638888889,3.05972377588889
2022-10-20,7.10213888888888,3.45566007588888
2022-10-21,6.83448611111111,3.24565222711111
2022-10-22,6.18303832752614,2.44539574652614
2022-10-23,6.23321875,2.631433487
2022-10-24,6.36656944444444,3.16208988044444
2022-10-25,7.13137152777778,3.94428038977778
2022-10-26,7.17327430555555,3.94811402055555
2022-10-27,7.18158680555555,3.99931970355555
2022-10-28,7.44963888888889,4.24038471188889
2022-10-29,6.79946527777778,3.52092606677778
2022-10-30,6.1991149825784,2.7393430505784
2022-10-31,6.60367708333334,3.11972096733334
2022-11-01,5.60194444444445,2.10843076144445
2022-11-02,6.10926041666667,2.60933976266667
2022-11-03,7.09059722222222,3.58726871222222
2022-11-04,6.39351041666666,2.86614072266666
2022-11-05,6.03755555555555,2.49794600055555
2022-11-06,5.66251388888889,2.14437064388889
2022-11-07,6.79090625,3.270717048
2022-11-08,7.03157638888889,3.70504123988889
2022-11-09,7.38670833333333,4.16725016633333
2022-11-10,6.14315625,2.880268738
2022-11-11,6.73021875,3.45331314
2022-11-12,6.4128125,3.109395231
2022-11-13,5.94364583333334,2.56424374833334
2022-11-14,7.04529861111111,3.55435892511111
2022-11-15,8.35226388888889,4.90784388688889
2022-11-16,8.22511458333333,4.56073976833333
2022-11-17,8.66739236111111,4.94916497311111
2022-11-18,8.91385763888889,5.28003271588889
2022-11-19,8.68497569444444,5.16124839644444
2022-11-20,7.13916319444444,3.61555297844444
2022-11-21,8.42496180555555,4.91157516555555
2022-11-22,9.20771875000001,5.74898857000001
2022-11-23,8.1526559139785,4.8107911899785
2022-11-24,7.96101736111111,4.77327365811111
2022-11-25,7.77139583333333,4.36601238133333
2022-11-26,7.00132638888889,3.67368829988889
2022-11-27,6.35264583333333,3.14002644633333
2022-11-28,3.46566319444444,0.36974503044444
2022-11-29,6.56028472222222,3.45014458822222
2022-11-30,5.04341319444445,1.85453056344445
2022-12-01,6.69855902777778,3.39601177777778
2022-12-02,5.81582291666666,2.61091547766666
2022-12-03,6.49214930555555,3.22442189555555
2022-12-04,5.02473263888889,1.79460841388889
2022-12-05,5.05424652777777,1.92621249577777
2022-12-06,5.68120833333333,2.53740892133333
2022-12-07,6.03232291666667,2.91719599666667
2022-12-08,6.16330208333334,3.03410055833334
2022-12-09,5.43577777777778,2.34757019877778
2022-12-10,7.12277700348432,3.97770582848432
2022-12-11,5.18126041666666,2.03902770966666
2022-12-12,6.02271875,2.949176204
2022-12-13,7.51425783972126,4.44981361072126
2022-12-14,7.40599652777778,4.33958688177778
2022-12-15,6.92559027777778,3.85283636877778
2022-12-16,7.84067013888889,4.76665423188889
2022-12-17,7.3468947368421,4.2055996878421
2022-12-18,4.92616433566433,1.74763980766433
2022-12-19,5.39771777003484,2.27743306503484
2022-12-20,6.10550694444444,2.92609958644444
2022-12-21,5.93873550724638,2.77347472424638
2022-12-22,6.87444672131148,3.70438669931148
2022-12-23,5.38683972125435,2.21248411325435
2022-12-24,5.32253819444445,2.13913873944445
2022-12-25,5.63941319444444,2.47385564444444
2022-12-26,5.82982986111111,2.64716208311111
2022-12-27,5.40289583333333,2.18907739033333
2022-12-28,5.62889583333333,2.41830399333333
2022-12-29,5.66912152777778,2.46863149077778
2022-12-30,5.16524305555555,1.92187688655555
2022-12-31,4.66394444444445,1.41547979644445
2023-01-01,4.74230902777778,1.49668651277778
2023-01-02,5.79898958333333,2.55060396533333
2023-01-03,5.23067013888889,1.98039564788889
2023-01-04,5.70459027777778,2.47003345677778
2023-01-05,6.14651736111111,2.94911958211111
2023-01-06,5.48269791666666,2.26196887666666
2023-01-07,5.37779861111111,2.12528430211111
2023-01-08,5.08235069444444,1.80866422244444
2023-01-09,5.56198263888889,2.29878955088889
2023-01-10,6.36000694444445,3.08230100944445
2023-01-11,6.46695833333333,3.19660737533333
2023-01-12,6.59609722222222,3.32718637422222
2023-01-13,6.37407986111111,3.07196305411111
2023-01-14,5.98678472222222,2.67058460422222
2023-01-15,5.43096527777778,2.10531843077778
2023-01-16,5.19508680555556,1.91363521455556
2023-01-17,6.47463541666667,3.28475798866667
2023-01-18,6.96473170731707,3.77625500931707
2023-01-19,6.9824375,3.878074823
2023-01-20,8.57746527777778,5.45447186577778
2023-01-21,7.58390277777778,4.51083311877778
2023-01-22,5.83377777777778,2.76765772577778
2023-01-23,6.32972916666667,3.28957081366667
2023-01-24,7.84479166666667,4.81557654666667
2023-01-25,6.3704181184669,3.2754818834669
2023-01-26,6.68226923076923,3.67423150876923
2023-01-27,7.39658680555555,4.35810289155555
2023-01-28,5.75859375,2.720585803
2023-01-29,5.94950694444445,2.92694985844445
2023-01-30,6.43433680555555,3.40970312955555
2023-01-31,6.77327430555555,3.65199831655555
2023-02-01,6.85956249999999,3.79784136599999
2023-02-02,7.64224652777778,4.76314616777778
2023-02-03,7.18758333333333,4.41449781633333
2023-02-04,7.23744097222223,4.50014852222223
2023-02-05,7.40123611111111,4.63370513211111
2023-02-06,5.97876736111112,3.24085441211112
2023-02-07,6.60357491289199,3.94924726489199
2023-02-08,7.30405208333333,4.74712100033333
2023-02-09,7.17518402777778,4.71404900077778
2023-02-10,8.06935763888889,5.43198054088889
2023-02-11,6.3383125,3.574434071
2023-02-12,5.12915331010453,2.47798019310453
2023-02-13,5.36626041666667,2.73020967666667
2023-02-14,6.17431597222222,3.45897654522222
2023-02-15,5.97883333333333,3.32465441133333
2023-02-16,6.1620625,3.525860401
2023-02-17,5.51378472222222,2.78992931022222
2023-02-18,5.05653125,2.328659353
2023-02-19,4.84042013888889,2.14923745688889
2023-02-20,4.44087152777778,1.81307054477778
2023-02-21,7.06991319444444,4.50469879144444
2023-02-22,8.17064583333333,5.48074685633333
2023-02-23,7.34781250000001,4.52498070200001
2023-02-24,6.13569444444444,3.32465248144444
2023-02-25,8.38753125,5.580879
2023-02-26,7.11621527777778,4.29830876977778
2023-02-27,6.00465972222223,3.21631610322223
2023-02-28,9.08982986111111,6.29380971011111
2023-03-01,6.90089930555555,4.10738523855555
2023-03-02,6.99168055555556,4.22724795155556
2023-03-03,6.30339236111112,3.64633684511112
2023-03-04,5.63794791666667,3.02772960866667
2023-03-05,5.01679513888889,2.42086803088889
2023-03-06,5.39347038327526,2.78637402627526
2023-03-07,5.25538194444445,2.64729612844445
2023-03-08,5.88718402777778,3.28873304277778
2023-03-09,6.18215972222222,3.62416814522222
2023-03-10,6.06250347222222,3.67953406122222
2023-03-11,5.05235763888889,2.97132834188889
2023-03-12,4.44294444444445,2.11336197144445
2023-03-13,4.67348958333333,2.46018285733333
2023-03-14,5.45317013888889,3.44563545088889
2023-03-15,4.39331944444445,2.39135224744445
2023-03-16,5.55548263888889,3.59305363588889
2023-03-17,5.17405902777778,3.23989348977778
2023-03-18,4.96090277777777,3.03149216177777
2023-03-19,4.31308680555555,2.35919416255555
2023-03-20,5.25649305555556,3.29906586955556
2023-03-21,6.8435625,4.829255082
2023-03-22,6.07272569444444,3.96494700144444
2023-03-23,5.75046527777778,3.71253148277778
2023-03-24,5.48873958333333,3.52148984233333
2023-03-25,5.20576041666667,3.23319909666667
2023-03-26,4.04998958333333,2.08338792433333
2023-03-27,4.75431944444445,2.80019783144445
2023-03-28,4.59218055555555,2.63127925655555
2023-03-29,4.90228125,2.940664137
2023-03-30,3.77261458333334,1.80811098333334
2023-03-31,4.95822222222222,2.95766859122222
2023-04-01,4.24694097222222,2.33277794922222
2023-04-02,3.88802083333333,2.05814268233333
2023-04-03,3.82051736111111,1.83072955911111
2023-04-04,3.85759027777778,1.94213819777778
2023-04-05,3.83740972222223,1.97857241722223
2023-04-06,4.00885416666667,1.89589244766667
2023-04-07,3.92120486111111,1.77078362211111
2023-04-08,4.79079861111111,2.70337432311111
2023-04-09,4.36207638888889,2.28502669288889
2023-04-10,3.8349375,1.7772082
2023-04-11,4.89303472222223,2.66619630722223
2023-04-12,6.45888888888889,4.24557656488889
2023-04-13,5.11524652777778,2.97157114977778
2023-04-14,5.69269791666667,3.55074571466667
2023-04-15,4.25317013888889,2.15199917688889
2023-04-16,4.05397916666667,1.82874541266667
2023-04-17,4.76892708333333,2.48905792833333
2023-04-18,5.92046180555556,3.68352763455556
2023-04-19,4.98707638888889,2.79701098288889
2023-04-20,5.56931944444444,3.25342802544444
2023-04-21,5.18686458333334,2.86686269333334
2023-04-22,5.23746180555556,2.94901555855556
2023-04-23,4.19609375,1.954956366
2023-04-24,4.68304861111111,2.32699586211111
2023-04-25,5.28525694444444,2.68475099444444
2023-04-26,5.52854166666667,3.24056357966667
2023-04-27,4.86249652777778,2.59125598777778
2023-04-28,5.47086111111111,3.00128001611111
2023-04-29,5.56190625,3.123718835
2023-04-30,5.15595138888889,2.75353624988889
2023-05-01,4.80841666666667,2.43462936666667
2023-05-02,4.97482986111111,2.61718428211111
2023-05-03,4.3841875,2.05559114
2023-05-04,4.70904513888889,2.42128142088889
2023-05-05,4.91169444444445,2.44721412244445
2023-05-06,5.16317708333334,2.46328450733334
2023-05-07,5.68074305555555,3.11571806855555
2023-05-08,5.58229861111111,3.33300325711111
2023-05-09,4.76347222222223,2.26439968222223
2023-05-10,4.96679513888889,2.50191402088889
2023-05-11,4.85775,2.404564786
2023-05-12,4.76744791666667,2.58763243666667
2023-05-13,3.99055902777778,2.09117022977778
2023-05-14,3.60818402777778,1.70193453677778
2023-05-15,3.38616666666667,1.40943423266667
2023-05-16,3.88759722222222,1.92980185922222
2023-05-17,4.28472916666667,2.12217329366667
2023-05-18,5.51095138888889,3.15245468888889
2023-05-19,5.46238888888889,2.95715107688889
2023-05-20,6.24505208333334,3.75330022133334
2023-05-21,5.13896180555555,2.58248566855555
2023-05-22,5.52628125,3.049539308
2023-05-23,5.49827777777778,3.03694708877778
2023-05-24,5.24306597222222,2.74536113822222
2023-05-25,7.72620833333334,5.59869842933334
2023-05-26,6.06123263888889,4.15394552788889
2023-05-27,4.42350347222223,2.56680527122223
2023-05-28,4.10780555555556,2.22547651955556
2023-05-29,4.81995833333334,2.72398898833334
2023-05-30,5.66136458333334,3.17726704033334
2023-05-31,7.19372916666667,4.63431867466667
2023-06-01,7.05664930555556,4.09804030355556
2023-06-02,6.42989583333334,3.49718738933334
2023-06-03,5.72396875,2.037255635
2023-06-04,6.54946180555556,2.32271631755556
2023-06-05,6.17404513888889,1.88342920088889
2023-06-06,7.08870833333334,3.29705577033334
2023-06-07,8.31021527777778,4.38301960077778
2023-06-08,7.50497569444445,3.41513455244445
2023-06-09,8.58453125000001,4.47736388400001
2023-06-10,9.01432752613241,5.13871518413241
2023-06-11,7.8172638888889,3.7010023758889
2023-06-12,9.55049652777779,5.24618829177779
2023-06-13,9.29194444444445,5.45104431444445
2023-06-14,8.792,6.559825697
2023-06-15,8.09409722222222,5.92714571422222
2023-06-16,6.81695486111111,3.79753432911111
2023-06-17,7.16268402777778,3.43199632677778
2023-06-18,6.52853819444445,1.92347589244445
2023-06-19,7.02606597222222,1.25218571122222
2023-06-20,9.5215,3.141023655
2023-06-21,9.47007638888889,2.48551618688889
2023-06-22,10.5543368055556,3.8351195055556
2023-06-23,10.12471875,3.748364864
2023-06-24,9.50565972222221,3.12105334822221
2023-06-25,8.70900347222223,2.45826500622223
2023-06-26,8.59071527777777,2.74708799877777
2023-06-27,10.0113958333333,3.8839599173333
2023-06-28,10.1912916666667,3.7701303186667
2023-06-29,10.2658263888889,3.8404251828889
2023-06-30,11.1995486111111,4.9812390061111
2023-07-01,11.0958263888889,4.9298537098889
2023-07-02,9.77401041666666,3.35947744066666
2023-07-03,10.90534375,4.492705818
2023-07-04,11.0665208333333,4.8744046723333
2023-07-05,10.3174965277778,4.3887019807778
2023-07-06,9.47572222222222,3.54255850022222
2023-07-07,9.57993750000001,3.65417261900001
2023-07-08,8.91984027777778,3.01519447177778
2023-07-09,8.89220833333334,2.98686613333334
2023-07-10,9.82361111111111,3.45144081711111
2023-07-11,10.86503125,3.964562344
2023-07-12,11.0698993055555,4.1824061385555
2023-07-13,11.1224548611111,4.2244738861111
2023-07-14,10.8751463414634,3.9809465264634
2023-07-15,10.7753101045296,3.5760658355296
2023-07-16,10.7232222222222,3.1975186152222
2023-07-17,11.3169895833333,3.3940150583333
2023-07-18,12.8573819444444,4.9459202644444
2023-07-19,12.5131875,4.689035846
2023-07-20,12.0945694444444,4.3409483404444
2023-07-21,12.3597986111111,4.5086146191111
2023-07-22,11.8190763888889,3.9675516778889
2023-07-23,11.0628391608392,3.1894759698392
2023-07-24,11.4532222222222,3.6198102602222
2023-07-25,11.6469722222222,4.1173364032222
2023-07-26,12.1556597222222,4.9630535772222
2023-07-27,11.2104652777778,4.3422236277778
2023-07-28,11.2866666666667,4.3772511956667
2023-07-29,10.2730069444444,3.3610029304444
2023-07-30,9.69888153310105,2.76056228210105
2023-07-31,10.28690625,3.336491097
2023-08-01,10.2612048611111,3.3048126521111
2023-08-02,10.2448645833333,3.3020114723333
2023-08-03,10.4082222222222,3.4404917182222
2023-08-04,10.47471875,3.498036299
2023-08-05,8.82043055555556,1.83999553855556
2023-08-06,8.14387847222222,1.17182766022222
2023-08-07,7.63757986111112,0.66402353011112
2023-08-08,9.58458333333333,2.61258933533333
2023-08-09,9.31288501742161,2.35290034942161
2023-08-10,9.16607291666666,2.23096068866666
2023-08-11,9.02983333333334,2.08428951833334
2023-08-12,9.1514425087108,2.2383839017108
2023-08-13,9.75049477351917,2.84185407551917
2023-08-14,10.1952534722222,3.2634111772222
2023-08-15,9.591875,2.670394273
2023-08-16,9.59386111111111,2.65496365211111
2023-08-17,9.54401041666667,2.59654383666667
2023-08-18,9.61544444444444,2.72728554844444
2023-08-19,9.44326041666667,2.72673251466667
2023-08-20,8.91967708333334,2.21645748133334
2023-08-21,9.62073958333333,3.16877325833333
2023-08-22,10.2788715277778,4.2576444557778
2023-08-23,10.1158090277778,4.0733489907778
2023-08-24,10.5334131944444,4.4606189334444
2023-08-25,10.3057361111111,4.2499273471111
2023-08-26,9.46890277777778,3.52829739277778
2023-08-27,8.29370138888889,3.05837893388889
2023-08-28,7.68019444444445,2.95797819444445
2023-08-29,7.10318055555556,2.86392172255556
2023-08-30,6.6131881533101,3.2303435633101
2023-08-31,6.18233333333333,3.19144625133333
2023-09-01,5.52748958333333,2.50121087033333
2023-09-02,5.46038194444444,1.92402153044444
2023-09-03,5.96689236111111,1.98362012311111
2023-09-04,6.46224305555555,2.45481570655555
2023-09-05,6.35970833333333,2.33789612433333
2023-09-06,6.93236458333333,2.59626589033333
2023-09-07,7.84814236111111,3.31896398611111
2023-09-08,7.64231597222222,3.11929083222222
2023-09-09,6.82891666666667,2.31000968966667
2023-09-10,6.5450979020979,2.0291145580979
2023-09-11,6.49092708333334,1.98371894833334
2023-09-12,6.77538541666667,2.49944186766667
2023-09-13,7.77682986111111,3.69846585711111
2023-09-14,7.31943402777778,3.22644603877778
2023-09-15,7.62261805555556,3.62708153955556
2023-09-16,7.32561805555556,4.06912328855556
2023-09-17,5.80637500000001,2.85172103900001
2023-09-18,5.30037847222222,2.36393426722222
2023-09-19,5.86890277777778,3.11321772077778
2023-09-20,5.35603597122302,2.73151793022302
2023-09-21,5.51800694444444,2.91366469544444
2023-09-22,5.62988541666667,3.17321172566667
2023-09-23,4.50824652777778,2.05844323477778
2023-09-24,4.22524305555556,1.80867039555556
2023-09-25,4.15351736111111,1.71302122711111
2023-09-26,4.87303819444445,2.43589786544445
2023-09-27,5.46713588850174,2.99634026550174
2023-09-28,5.06315277777778,2.53650076077778
2023-09-29,5.14997222222222,2.57654143122222
