date,Qi,Qdiv
2012-08-19,14.404248,3.692248
2012-08-20,15.175851,4.617851
2012-08-21,15.947454,5.401454
2012-08-22,15.626307,5.104307
2012-08-23,15.30516,4.84716
2012-08-24,15.441563,4.993563
2012-08-25,15.186063,4.742063
2012-08-26,14.930563,4.444563
2012-08-27,15.7457425,5.2767425
2012-08-28,16.560922,6.189922
2012-08-29,16.3445164545455,7.70051645454546
2012-08-30,16.1281109090909,8.75111090909091
2012-08-31,15.9117053636364,7.31770536363637
2012-09-01,15.6952998181818,6.19529981818182
2012-09-02,15.4788942727273,5.93589427272727
2012-09-03,15.2624887272727,6.56748872727273
2012-09-04,15.0460831818182,6.81008318181818
2012-09-05,14.8296776363636,6.57867763636364
2012-09-06,14.6132720909091,6.39327209090909
2012-09-07,14.3968665454545,6.06486654545455
2012-09-08,14.180461,5.834461
2012-09-09,13.9640554545455,5.65605545454546
2012-09-10,13.7476499090909,5.41364990909091
2012-09-11,13.5312443636364,5.22724436363636
2012-09-12,13.3148388181818,5.38683881818182
2012-09-13,13.0984332727273,6.19043327272727
2012-09-14,12.8820277272727,6.57302772727273
2012-09-15,12.6656221818182,6.37862218181818
2012-09-16,12.4492166363636,6.12221663636364
2012-09-17,12.2328110909091,6.43681109090909
2012-09-18,12.0164055454545,5.67640554545455
2012-09-19,11.8,5.521
2012-09-20,10.37,4.372
2012-09-21,11.4,4.16
2012-09-22,15.5,4.257
2012-09-23,10.1,4.208
2012-09-24,10.1,4.249
2012-09-25,10.2,4.763
2012-09-26,10.76,5.266
2012-09-27,9.51,4.199
2012-09-28,10,4.987
2012-09-29,10.07,5.048
2012-09-30,9.699074,4.722074
2012-10-01,9.699074,4.675074
2012-10-02,9.935185,4.923185
2012-10-03,9.876157,4.820157
2012-10-04,11.130787,6.100787
2012-10-05,8.596065,3.529065
2012-10-06,8.715278,3.639278
2012-10-07,8.604167,3.520167
2012-10-08,9.650463,4.585463
2012-10-09,10.38,5.291
2012-10-10,9.71,4.652
2012-10-11,10.792824,5.728824
2012-10-12,8.287037,3.223037
2012-10-13,8.728009,3.691009
2012-10-14,8.609954,3.571954
2012-10-15,10.08,5.111
2012-10-16,8.888889,4.089889
2012-10-17,8.319444,3.969444
2012-10-18,8.428241,4.118241
2012-10-19,10.333333,6.045333
2012-10-20,10.085648,5.813648
2012-10-21,10.085648,5.772648
2012-10-22,9,4.647
2012-10-23,9,4.771
2012-10-24,9,4.732
2012-10-25,9.061343,4.788343
2012-10-26,9.435185,5.212185
2012-10-27,8.376157,4.140157
2012-10-28,8.918981,4.673981
2012-10-29,9.622685,5.363685
2012-10-30,10.310185,6.065185
2012-10-31,9.212963,4.909963
2012-11-01,8.296296,4.063296
2012-11-02,7.744213,3.513213
2012-11-03,7.27662,3.06562
2012-11-04,8.012731,3.794731
2012-11-05,8.002315,3.728315
2012-11-06,8.743056,4.515056
2012-11-07,8.273148,4.042148
2012-11-08,8.513889,4.274889
2012-11-09,7.96412,3.71912
2012-11-10,7.921296,3.685296
2012-11-11,7.743056,3.506056
2012-11-12,8,3.759
2012-11-13,8.383102,4.134102
2012-11-14,8.13,3.885
2012-11-15,8.33,4.075
2012-11-16,8.726852,4.472852
2012-11-17,7.799769,3.554769
2012-11-18,8.162037,3.937037
2012-11-19,8.259259,3.833259
2012-11-20,8.096065,3.507065
2012-11-21,8.47338,3.87038
2012-11-22,8.835648,4.239648
2012-11-23,7.80787,3.22487
2012-11-24,7.702546,3.115546
2012-11-25,7.751157,3.157157
2012-11-26,7.497685,2.902685
2012-11-27,8.622685,4.007685
2012-11-28,8.861111,4.255111
2012-11-29,7.065972,2.357972
2012-11-30,7.09375,2.42575
2012-12-01,7.15625,2.56125
2012-12-02,7.665509,3.104509
2012-12-03,7.709491,3.178491
2012-12-04,8.365741,3.795741
2012-12-05,7.142361,2.564361
2012-12-06,7.125,2.534
2012-12-07,7.511574,2.951574
2012-12-08,7.847222,3.255222
2012-12-09,7.211806,2.625806
2012-12-10,7.042824,2.453824
2012-12-11,8.394676,3.827676
2012-12-12,9.268519,4.718519
2012-12-13,8.752315,4.222315
2012-12-14,9.416667,4.909667
2012-12-15,7.658565,3.162565
2012-12-16,9.15,4.609
2012-12-17,9.196759,4.664759
2012-12-18,8.652778,4.118778
2012-12-19,8.64158965432099,4.03258965432099
2012-12-20,8.63040130864197,4.01940130864197
2012-12-21,8.61921296296296,3.95421296296296
2012-12-22,8.42,3.768
2012-12-23,7.75,3.157
2012-12-24,8.05,3.382
2012-12-25,7.85763888888889,3.20763888888889
2012-12-26,8.22685185185185,3.55385185185185
2012-12-27,7.3,2.7
2012-12-28,7.25115740740741,2.61415740740741
2012-12-29,7.37962962962963,2.73462962962963
2012-12-30,7.35763888888889,2.68963888888889
2012-12-31,7.85648148148148,3.20248148148148
2013-01-01,7.66319444444444,3.00519444444444
2013-01-02,7.68402777777778,3.04402777777778
2013-01-03,7.62152777777778,2.99252777777778
2013-01-04,7.44328703703704,2.96528703703704
2013-01-05,7.375,2.867
2013-01-06,7.63425925925926,3.03025925925926
2013-01-07,7.66666666666667,3.02166666666667
2013-01-08,7.5150462962963,2.7820462962963
2013-01-09,8.15625,3.47625
2013-01-10,9.00694444444444,4.36194444444444
2013-01-11,8.86111111111111,4.20411111111111
2013-01-12,8.5150462962963,3.8550462962963
2013-01-13,7.85763888888889,3.19163888888889
2013-01-14,7.63541666666667,2.98341666666667
2013-01-15,8.58101851851852,3.90001851851852
2013-01-16,8.02430555555556,3.64030555555556
2013-01-17,8.2349537037037,4.0919537037037
2013-01-18,8.09837962962963,3.97437962962963
2013-01-19,8.64351851851852,4.52851851851852
2013-01-20,7.93865740740741,3.81665740740741
2013-01-21,7.77893518518519,3.65593518518519
2013-01-22,7.61921296296296,3.47121296296296
2013-01-23,7.76736111111111,3.62436111111111
2013-01-24,8.60763888888889,4.47963888888889
2013-01-25,8.52199074074074,4.47499074074074
2013-01-26,7.65277777777778,3.46477777777778
2013-01-27,7.57986111111111,3.42586111111111
2013-01-28,7.57986111111111,3.37186111111111
2013-01-29,7.34143518518519,3.15843518518519
2013-01-30,7.85069444444444,3.76269444444444
2013-01-31,8.2974537037037,4.1664537037037
2013-02-01,8.48032407407407,4.32532407407407
2013-02-02,7.56018518518519,3.38018518518519
2013-02-03,7.18865740740741,3.02465740740741
2013-02-04,7.61805555555556,3.48005555555556
2013-02-05,8.24537037037037,4.07437037037037
2013-02-06,9.33796296296296,5.16096296296296
2013-02-07,8.92824074074074,4.74824074074074
2013-02-08,8.875,4.694
2013-02-09,9.69907407407407,5.54107407407407
2013-02-10,9.11458333333333,4.95858333333333
2013-02-11,9.39699074074074,5.26499074074074
2013-02-12,9.35416666666667,5.18016666666667
2013-02-13,9.60069444444444,5.45469444444444
2013-02-14,10.849537037037,6.700537037037
2013-02-15,8.92013888888889,4.76613888888889
2013-02-16,9.74074074074074,5.55074074074074
2013-02-17,9.14930555555556,4.97330555555556
2013-02-18,10.0798611111111,5.9198611111111
2013-02-19,10.4756944444444,6.3026944444444
2013-02-20,9.7662037037037,5.5872037037037
2013-02-21,10.1678240740741,5.9448240740741
2013-02-22,10.7881944444444,6.2961944444444
2013-02-23,10.6053240740741,6.1243240740741
2013-02-24,9.81481481481482,5.34181481481482
2013-02-25,11.0590277777778,6.5580277777778
2013-02-26,11.625,7.144
2013-02-27,10.8217592592593,6.3017592592593
2013-02-28,11.6724537037037,7.2034537037037
2013-03-01,11.8794907407407,7.8204907407407
2013-03-02,10.5831944444444,6.6741944444444
2013-03-03,8.68055555555556,4.77355555555556
2013-03-04,10.7708333333333,6.8518333333333
2013-03-05,11.0914351851852,7.1344351851852
2013-03-06,10.8125,-11.0675
2013-03-07,9.57986111111111,0.701861111111111
2013-03-08,9.07291666666667,5.05991666666667
2013-03-09,9.87731481481482,5.90831481481482
2013-03-10,8.25462962962963,4.28862962962963
2013-03-11,7.47800925925926,3.53600925925926
2013-03-12,8.15856481481482,4.18756481481482
2013-03-13,8.67476851851852,4.05076851851852
2013-03-14,9.23032407407407,5.26532407407407
2013-03-15,10.0578703703704,6.0698703703704
2013-03-16,8.02662037037037,4.06462037037037
2013-03-17,9.61342592592593,5.66642592592593
2013-03-18,10.681712962963,6.759712962963
2013-03-19,10.7581018518519,7.1051018518519
2013-03-20,9.89699074074074,5.95899074074074
2013-03-21,10.4814814814815,6.5664814814815
2013-03-22,10.4710648148148,6.3980648148148
2013-03-23,10.4722222222222,6.5432222222222
2013-03-24,11.3414351851852,7.4134351851852
2013-03-25,10.8969907407407,6.9599907407407
2013-03-26,10.3726851851852,6.3176851851852
2013-03-27,9.26851851851852,5.31551851851852
2013-03-28,7.60300925925926,3.66400925925926
2013-03-29,7.07291666666667,3.15591666666667
2013-03-30,6.75115740740741,2.81215740740741
2013-03-31,6.73032407407407,2.76132407407407
2013-04-01,6.97685185185185,3.01385185185185
2013-04-02,7.35069444444444,3.38069444444444
2013-04-03,7.65162037037037,3.68162037037037
2013-04-04,7.23842592592593,3.27842592592593
2013-04-05,8.47222222222222,4.50222222222222
2013-04-06,8.46759259259259,4.51759259259259
2013-04-07,10.2337962962963,6.2837962962963
2013-04-08,9.64699074074074,5.68699074074074
2013-04-09,9.65393518518519,6.02393518518519
2013-04-10,10.3946759259259,6.5446759259259
2013-04-11,10.5891203703704,6.6091203703704
2013-04-12,10.5023148148148,6.4223148148148
2013-04-13,9.43402777777778,5.34402777777778
2013-04-14,9.46412037037037,5.38412037037037
2013-04-15,4.64467592592593,0.55467592592593
2013-04-16,9.27662037037037,5.16662037037037
2013-04-17,8.38773148148148,4.25773148148148
2013-04-18,9.3287037037037,5.1687037037037
2013-04-19,10.5474537037037,6.3774537037037
2013-04-20,9.85416666666667,5.68416666666667
2013-04-21,9.01967592592593,4.84967592592593
2013-04-22,9.01967592592593,3.73967592592593
2013-04-23,8.63310185185185,4.78310185185185
2013-04-24,10.0555555555556,6.1855555555556
2013-04-25,11.4201388888889,7.3401388888889
2013-04-26,10.7800925925926,6.5000925925926
2013-04-27,9.62847222222222,5.33847222222222
2013-04-28,9.22916666666667,4.92916666666667
2013-04-29,10.3159722222222,6.0359722222222
2013-04-30,10.8576388888889,6.5876388888889
2013-05-01,9.96064814814815,5.69164814814815
2013-05-02,10.5034722222222,6.2404722222222
2013-05-03,10.7615740740741,6.3135740740741
2013-05-04,8.2974537037037,4.0344537037037
2013-05-05,7.75810185185185,3.54810185185185
2013-05-06,7.75810185185185,3.49510185185185
2013-05-07,10.380787037037,6.068787037037
2013-05-08,9.35300925925926,5.01900925925926
2013-05-09,9.59201388888889,5.41301388888889
2013-05-10,8.73722244399997,4.43122244399997
2013-05-11,9.44321759259259,5.11121759259259
2013-05-12,8.7,4.38
2013-05-13,8.60532407407407,4.28032407407407
2013-05-14,9.0474537037037,4.7174537037037
2013-05-15,9.34375,5.01375
2013-05-16,8.90625,4.54925
2013-05-17,10.8576388888889,6.5016388888889
2013-05-18,9.62384259259259,5.31684259259259
2013-05-19,9.02546296296296,4.68746296296296
2013-05-20,11.4340277777778,7.0900277777778
2013-05-21,10.255787037037,5.948787037037
2013-05-22,9.21527777777778,4.55627777777778
2013-05-23,10.0034722222222,2.9334722222222
2013-05-24,11.28125,0.12025
2013-05-25,14.5208333333333,1.7488333333333
2013-05-26,16.0509259259259,2.4419259259259
2013-05-27,18.3506944444444,1.7176944444444
2013-05-28,21.6215277777778,5.0695277777778
2013-05-29,22.5775462962963,6.1205462962963
2013-05-30,21.7384259259259,6.3044259259259
2013-05-31,21.4849537037037,7.6489537037037
2013-06-01,22.0486111111111,5.8186111111111
2013-06-02,22.9259259259259,8.0899259259259
2013-06-03,21.4710648148148,9.3520648148148
2013-06-04,17.1770833333333,10.4160833333333
2013-06-05,12.8263888888889,6.0993888888889
2013-06-06,12.650462962963,0.137462962962999
2013-06-07,17.7268518518519,2.8828518518519
2013-06-08,24.08897561,11.56497561
2013-06-09,17.5264652776667,-0.261534722333302
2013-06-10,22.699146341,6.243146341
2013-06-11,23,6.507
2013-06-12,23.934526604,13.697526604
2013-06-13,17.475360376,6.935360376
2013-06-14,13.833925635,0.987925635
2013-06-15,19.42946343,7.37046343
2013-06-16,18.00625,5.93125
2013-06-17,14.612060274,2.765060274
2013-06-18,17.133262996,4.524262996
2013-06-19,20.003758212,7.693758212
2013-06-20,20.145888635,7.889888635
2013-06-21,20.155997726,6.155997726
2013-06-22,20.1509431805,5.1509431805
2013-06-23,20.1509431805,6.1509431805
2013-06-24,21,8.853
2013-06-25,17.785236013,5.589236013
2013-06-26,19.72,7.517
2013-06-27,19.869406042,7.829406042
2013-06-28,19.751194789,8.200194789
2013-06-29,18.93866701,7.62966701
2013-06-30,18.0681818181818,6.7881818181818
2013-07-01,18.02560339,6.69160339
2013-07-02,18.852336455,7.577336455
2013-07-03,18.844304359,7.547304359
2013-07-04,19.3266666666667,8.0296666666667
2013-07-05,18.791565541,7.452565541
2013-07-06,18.50496857,7.23496857
2013-07-07,18.715660305,7.405660305
2013-07-08,19.087282822,7.688282822
2013-07-09,18.92396759,8.84896759
2013-07-10,19,7.463
2013-07-11,18.926042776,7.464042776
2013-07-12,19.285073872,7.768073872
2013-07-13,19.627176674,6.637176674
2013-07-14,20.865439261,3.769439261
2013-07-15,23.772473326,12.109473326
2013-07-16,19.148244855,8.011244855
2013-07-17,18.7,7.502
2013-07-18,18.276467987,7.166467987
2013-07-19,18.3958333333333,7.8898333333333
2013-07-20,17.054555857,7.250555857
2013-07-21,17,8.8
2013-07-22,21.55,-8.493
2013-07-23,36.226192862,14.935192862
2013-07-24,22,8.395
2013-07-25,21.549141104,9.057141104
2013-07-26,20.432280417,10.391280417
2013-07-27,16,5.956
2013-07-28,16.71,6.62
2013-07-29,16.214798225,5.302798225
2013-07-30,17.183898376,5.007898376
2013-07-31,17.736232895,5.590232895
2013-08-01,17.818468037,5.650468037
2013-08-02,17.613147897,5.927147897
2013-08-03,16.384154806,3.184154806
2013-08-04,15,2.396
2013-08-05,16.321185548,4.056185548
2013-08-06,16.914664055,5.079664055
2013-08-07,15.9166666666667,3.7966666666667
2013-08-08,15,2.909
2013-08-09,15.05867143,2.86467143
2013-08-10,14.92958799,2.80158799
2013-08-11,14.9715384615385,2.8855384615385
2013-08-12,15.56391917,3.47791917
2013-08-13,15.5,3.414
2013-08-14,15.5,4
2013-08-15,14.9505882352941,3.9505882352941
2013-08-16,13.8770588235294,2.8770588235294
2013-08-17,14,3
2013-08-18,15,4
2013-08-19,15,5
2013-08-20,15,5.26
2013-08-21,15,5.26
2013-08-22,14.5,4.76
2013-08-23,14.5,4.76
2013-08-24,14.5,4.76
2013-08-25,14.5,4.76
2013-08-26,13.76,4.02
2013-08-27,13.28,3.54
2013-08-28,13.63,3.89
2013-08-29,14.35,4.61
2013-08-30,15,5.26
2013-08-31,13.34,3.6
2013-09-01,13.93,3.93
2013-09-02,13.93,3.93
2013-09-03,15.22,5.22
2013-09-04,16.49,6.49
2013-09-05,15.25,5.25
2013-09-06,15.51,5.51
2013-09-07,15.87,5.87
2013-09-08,14.73,4.73
2013-09-09,14.18,4.18
2013-09-10,15.06,3.06
2013-09-11,14.6261574074074,2.6261574074074
2013-09-12,16.2372685185185,4.2372685185185
2013-09-13,17.2615740740741,5.2615740740741
2013-09-14,17.9571759259259,5.9571759259259
2013-09-15,17.6111111111111,5.6111111111111
2013-09-16,16.4155092592593,4.4155092592593
2013-09-17,17.6469907407407,5.6469907407407
2013-09-18,17.6469907407407,5.6469907407407
2013-09-19,17.1076388888889,5.1076388888889
2013-09-20,17.2002314814815,2.2002314814815
2013-09-21,17.6481481481481,2.6481481481481
2013-09-22,16.9027777777778,4.9027777777778
2013-09-23,16.4965277777778,4.4965277777778
2013-09-24,16.9074074074074,4.9074074074074
2013-09-25,17.181712962963,5.181712962963
2013-09-26,17.6354166666667,5.6354166666667
2013-09-27,18.2453703703704,6.2453703703704
2013-09-28,18.1805555555556,6.1805555555556
2013-09-29,17.2789351851852,5.2789351851852
2013-09-30,18.1423611111111,6.1423611111111
2013-10-01,16.86,4.86
2013-10-02,17.0162037037037,5.0162037037037
2013-10-03,17.0162037037037,5.0162037037037
2013-10-04,17.2361111111111,5.2361111111111
2013-10-05,17.1238425925926,5.1238425925926
2013-10-06,18.5405092592593,6.5405092592593
2013-10-07,16.7199074074074,4.7199074074074
2013-10-08,18.0486111111111,6.0486111111111
2013-10-09,19,7
2013-10-10,16.1921296296296,5.1921296296296
2013-10-11,15.6921296296296,5.6921296296296
2013-10-12,14.2743055555556,6.2743055555556
2013-10-13,12.2962962962963,4.2962962962963
2013-10-14,12.6064814814815,5.0064814814815
2013-10-15,12.7743055555556,6.7743055555556
2013-10-16,10.6111111111111,4.6111111111111
2013-10-17,11.6400462962963,6.1400462962963
2013-10-18,10.8472222222222,5.3472222222222
2013-10-19,11.2546296296296,5.7546296296296
2013-10-20,11.1134259259259,5.6134259259259
2013-10-21,10.0636574074074,4.5636574074074
2013-10-22,11.1134259259259,5.6134259259259
2013-10-23,10.65625,5.15625
2013-10-24,9.92361111111111,4.42361111111111
2013-10-25,10.6273148148148,5.1273148148148
2013-10-26,10.09375,4.59375
2013-10-27,10.3553240740741,4.8553240740741
2013-10-28,10.2476851851852,4.7476851851852
2013-10-29,11.0289351851852,5.5419351851852
2013-10-30,11.4305555555556,5.9305555555556
2013-10-31,10.8310185185185,5.3310185185185
2013-11-01,6.42824074074074,0.92824074074074
2013-11-02,5.72222222222222,0.22222222222222
2013-11-03,4.01967592592593,-1.48032407407407
2013-11-04,5.08680555555556,-0.41319444444444
2013-11-05,10.3460648148148,4.8460648148148
2013-11-06,9.70486111111111,4.20486111111111
2013-11-07,10.4953703703704,4.9953703703704
2013-11-08,10.9872685185185,5.4872685185185
2013-11-09,9.35532407407407,3.85532407407407
2013-11-10,9.60300925925926,4.10300925925926
2013-11-11,10.1574074074074,5.1574074074074
2013-11-12,10.2916666666667,5.2916666666667
2013-11-13,10.4189814814815,5.4189814814815
2013-11-14,10.162037037037,5.162037037037
2013-11-15,10.4340277777778,5.4340277777778
2013-11-16,10.6180555555556,5.6180555555556
2013-11-17,10.337962962963,5.337962962963
2013-11-18,10.8194444444444,0.8194444444444
2013-11-19,20,10
2013-11-20,15.1377314814815,10.1377314814815
2013-11-21,11.7569444444444,5.7569444444444
2013-11-22,12.3668981481481,2.3668981481481
2013-11-23,16.2337962962963,4.2337962962963
2013-11-24,16.6666666666667,4.6666666666667
2013-11-25,17.9560185185185,5.9560185185185
2013-11-26,17.8310185185185,5.8310185185185
2013-11-27,18.025462962963,8.525462962963
2013-11-28,15.5648148148148,6.5648148148148
2013-11-29,14.1967592592593,5.1967592592593
2013-11-30,10.5162037037037,1.5162037037037
2013-12-01,9.84837962962963,4.84837962962963
2013-12-02,9.84837962962963,4.84837962962963
2013-12-03,10.5856481481481,5.5856481481481
2013-12-04,11.0960648148148,6.0960648148148
2013-12-05,9.91550925925926,4.91550925925926
2013-12-06,9.77777777777778,4.77777777777778
2013-12-07,9.09259259259259,4.09259259259259
2013-12-08,8.98148148148148,3.98148148148148
2013-12-09,9.11458333333333,4.11458333333333
2013-12-10,10.2974537037037,5.2974537037037
2013-12-11,9.66898148148148,4.66898148148148
2013-12-12,9.66898148148148,4.66898148148148
2013-12-13,10.2847222222222,5.2847222222222
2013-12-14,9.59375,4.59375
2013-12-15,9.12384259259259,4.12384259259259
2013-12-16,10.0196759259259,5.0196759259259
2013-12-17,10.525462962963,5.525462962963
2013-12-18,10.1701388888889,5.1701388888889
2013-12-19,9.59490740740741,4.59490740740741
2013-12-20,10.21875,5.21875
2013-12-21,9.89236111111111,4.89236111111111
2013-12-22,9.57523148148148,4.57523148148148
2013-12-23,9.73842592592593,4.73842592592593
2013-12-24,9.54282407407407,4.54282407407407
2013-12-25,9.94560185185185,4.94560185185185
2013-12-26,9.30902777777778,4.30902777777778
2013-12-27,8.84837962962963,3.84837962962963
2013-12-28,9.23726851851852,4.23726851851852
2013-12-29,9.49189814814815,4.49189814814815
2013-12-30,9.7025462962963,4.7025462962963
2013-12-31,10.0717592592593,5.0717592592593
2014-01-01,10.2881944444444,5.2881944444444
2014-01-02,10.7893518518519,5.7893518518519
2014-01-03,10.3831018518519,5.3831018518519
2014-01-04,10.4849537037037,5.4849537037037
2014-01-05,9.57986111111111,4.57986111111111
2014-01-06,10.6087962962963,5.6087962962963
2014-01-07,10.181712962963,5.181712962963
2014-01-08,10.4884259259259,5.4884259259259
2014-01-09,10.5520833333333,5.5520833333333
2014-01-10,11.0034722222222,6.0034722222222
2014-01-11,11.0034722222222,6.0034722222222
2014-01-12,9.65972222222222,4.65972222222222
2014-01-13,11.0046296296296,6.0046296296296
2014-01-14,10.4224537037037,5.4224537037037
2014-01-15,10.3263888888889,5.3263888888889
2014-01-16,10.912037037037,5.912037037037
2014-01-17,10.6793981481482,5.6793981481482
2014-01-18,10.3819444444444,5.3819444444444
2014-01-19,9.08449074074074,4.08449074074074
2014-01-20,10.7083333333333,5.7083333333333
2014-01-21,10.4826388888889,5.4826388888889
2014-01-22,9.84259259259259,4.84259259259259
2014-01-23,9.89467592592593,4.89467592592593
2014-01-24,9.86111111111111,4.86111111111111
2014-01-25,8.8125,3.8125
2014-01-26,8.99768518518519,3.99768518518519
2014-01-27,8.87615740740741,3.87615740740741
2014-01-28,9.47453703703704,4.47453703703704
2014-01-29,10.0104166666667,5.0104166666667
2014-01-30,9.72685185185185,4.72685185185185
2014-01-31,10.4895833333333,5.4895833333333
2014-02-01,9.76736111111111,5.08736111111111
2014-02-02,9.15972222222222,4.47972222222222
2014-02-03,10.625,5.945
2014-02-04,10.3287037037037,5.6487037037037
2014-02-05,9.99652777777778,5.31652777777778
2014-02-06,10.0648148148148,5.3848148148148
2014-02-07,9.92361111111111,5.24361111111111
2014-02-08,9.71643518518519,5.03643518518519
2014-02-09,9.43865740740741,4.75865740740741
2014-02-10,9.85300925925926,5.17300925925926
2014-02-11,10.3726851851852,5.6926851851852
2014-02-12,9.70023148148148,5.02023148148148
2014-02-13,9.96064814814815,5.28064814814815
2014-02-14,9.92013888888889,5.24013888888889
2014-02-15,9.63888888888889,4.95888888888889
2014-02-16,9.49189814814815,4.81189814814815
2014-02-17,9.6087962962963,4.9287962962963
2014-02-18,10.6527777777778,5.9727777777778
2014-02-19,9.76967592592593,5.08967592592593
2014-02-20,9.64467592592593,4.96467592592593
2014-02-21,9.03472222222222,4.74472222222222
2014-02-22,9.40046296296296,5.11046296296296
2014-02-23,9.78356481481482,5.49356481481482
2014-02-24,9.84606481481482,5.55606481481482
2014-02-25,9.49421296296296,5.20421296296296
2014-02-26,10.125,5.835
2014-02-27,10.8217592592593,6.5317592592593
2014-02-28,10.4212962962963,6.1312962962963
2014-03-01,9.87615740740741,5.58615740740741
2014-03-02,9.27546296296296,4.98546296296296
2014-03-03,9.87615740740741,5.58615740740741
2014-03-04,10.3206018518519,6.0306018518519
2014-03-05,10.5717592592593,6.2817592592593
2014-03-06,10.650462962963,6.360462962963
2014-03-07,9.55787037037037,5.26787037037037
2014-03-08,9.27430555555556,4.98430555555556
2014-03-09,9.64930555555556,5.35930555555556
2014-03-10,9.90277777777778,5.61277777777778
2014-03-11,9.67013888888889,5.38013888888889
2014-03-12,9.34606481481482,5.05606481481482
2014-03-13,9.74305555555556,5.45305555555556
2014-03-14,9.62962962962963,5.33962962962963
2014-03-15,10.4421296296296,6.1521296296296
2014-03-16,9.46990740740741,5.17990740740741
2014-03-17,9.46990740740741,5.17990740740741
2014-03-18,9.69675925925926,5.40675925925926
2014-03-19,10.0532407407407,5.7632407407407
2014-03-20,10.2719907407407,5.9819907407407
2014-03-21,10.0555555555556,5.7655555555556
2014-03-22,10.5578703703704,6.2678703703704
2014-03-23,10.1342592592593,5.8442592592593
2014-03-24,10.9826388888889,6.6926388888889
2014-03-25,10.1747685185185,5.8847685185185
2014-03-26,10.8969907407407,6.6069907407407
2014-03-27,10.4861111111111,6.1961111111111
2014-03-28,10.8020833333333,6.5120833333333
2014-03-29,11.0243055555556,6.7343055555556
2014-03-30,10.4641203703704,6.1741203703704
2014-03-31,11.0625,6.7725
2014-04-01,10.7719907407407,6.4519907407407
2014-04-02,11.1979166666667,6.8779166666667
2014-04-03,10.6134259259259,6.1634259259259
2014-04-04,11.5810185185185,6.2810185185185
2014-04-05,11.6840277777778,6.7240277777778
2014-04-06,10.5324074074074,5.6724074074074
2014-04-07,10.4548611111111,5.7348611111111
2014-04-08,10.2581018518519,6.0681018518519
2014-04-09,10.3935185185185,5.7835185185185
2014-04-10,10.880787037037,6.290787037037
2014-04-11,11.0196759259259,6.2996759259259
2014-04-12,10.4675925925926,5.7375925925926
2014-04-13,10.2835648148148,5.5735648148148
2014-04-14,10.4976851851852,5.8176851851852
2014-04-15,9.93518518518519,5.25518518518519
2014-04-16,9.80324074074074,5.20324074074074
2014-04-17,10.2650462962963,5.7450462962963
2014-04-18,9.8900462962963,5.3900462962963
2014-04-19,9.09490740740741,4.69490740740741
2014-04-20,9.39351851851852,4.96351851851852
2014-04-21,9.20833333333333,4.74833333333333
2014-04-22,10.7106481481482,6.1706481481482
2014-04-23,10.7106481481482,6.1406481481482
2014-04-24,9.99305555555556,5.67305555555556
2014-04-25,10.9421296296296,6.6521296296296
2014-04-26,11.8923611111111,7.1923611111111
2014-04-27,12.3275462962963,7.6775462962963
2014-04-28,10.5092592592593,5.9592592592593
2014-04-29,9.3599537037037,4.7099537037037
2014-04-30,10.2060185185185,5.6560185185185
2014-05-01,10.1145833333333,5.6145833333333
2014-05-02,11.1435185185185,6.6435185185185
2014-05-03,10.0474537037037,5.5474537037037
2014-05-04,11,6.5
2014-05-05,10.1689814814815,5.6689814814815
2014-05-06,10.2465277777778,5.7465277777778
2014-05-07,11.4016203703704,6.9016203703704
2014-05-08,11.0185185185185,6.5185185185185
2014-05-09,10.8310185185185,6.3310185185185
2014-05-10,11.0300925925926,6.5300925925926
2014-05-11,10.5706018518519,6.0706018518519
2014-05-12,11.2893518518519,6.7893518518519
2014-05-13,11.8865740740741,7.3865740740741
2014-05-14,10.7731481481481,6.2731481481481
2014-05-15,10.7106481481482,6.2106481481482
2014-05-16,10.4016203703704,5.9016203703704
2014-05-17,11.6597222222222,7.1597222222222
2014-05-18,11.1215277777778,6.6215277777778
2014-05-19,11.1076388888889,6.6076388888889
2014-05-20,11.068287037037,5.378287037037
2014-05-21,12.4293981481482,6.7393981481482
2014-05-22,11.9293981481482,6.2393981481482
2014-05-23,11.3622685185185,5.6722685185185
2014-05-24,11.3715277777778,5.6815277777778
2014-05-25,11.8800925925926,6.1900925925926
2014-05-26,12.1354166666667,6.1354166666667
2014-05-27,13.4953703703704,8.9953703703704
2014-05-28,11.4074074074074,6.9074074074074
2014-05-29,10.0300925925926,5.5300925925926
2014-05-30,10.4513888888889,5.9513888888889
2014-05-31,9.9375,5.4375
2014-06-01,11.1296296296296,6.6296296296296
2014-06-02,9.64467592592593,2.64467592592593
2014-06-03,10.6087962962963,3.6087962962963
2014-06-04,13.0752314814815,6.0752314814815
2014-06-05,13.2037037037037,6.2037037037037
2014-06-06,12.6203703703704,5.6203703703704
2014-06-07,12.7476851851852,5.7476851851852
2014-06-08,12.0949074074074,5.0949074074074
2014-06-09,11.6909722222222,3.6909722222222
2014-06-10,12.3483796296296,4.3483796296296
2014-06-11,13.125,4.625
2014-06-12,14.1168981481482,3.1168981481482
2014-06-13,17.005787037037,6.005787037037
2014-06-14,17.7476851851852,1.7476851851852
2014-06-15,21.3090277777778,8.3090277777778
2014-06-16,19.4375,8.4375
2014-06-17,16.1446759259259,5.1446759259259
2014-06-18,16.8599537037037,6.8599537037037
2014-06-19,17.2152777777778,8.2152777777778
